Cluster ID	Status	Cluster name	Size	Cluster members	Organisms	Length	Identity
UniRef50_B3A0N3	partially reviewed	Cluster: Basic phospholipase A2 3 (Fragment)	5	B3A0N3; Q7M335; P0C933; P0DM52; P0DM50	Bothrops marajoensis (Marajo lancehead); Sus scrofa domesticus (domestic pig); Lachesis muta muta (Bushmaster); Bothrops pauloensis (Neuwieds lancehead) (Bothrops neuwiedi pauloensis)	50	50%
UniRef50_B3A0P0	reviewed	Cluster: Mu-theraphotoxin-An1a	2	B3A0P0; P61506	Acanthoscurria natalensis (Tarantula spider); Lasiodora parahybana (Brazilian salmon pink birdeater) (Brazilian salmon pink tarantula)	47	50%
UniRef50_B3EWF2	reviewed	Cluster: Latartoxin-1a	2	B3EWF2; B3EWF3	Lachesana tarabaevi (Spider)	85	50%
UniRef50_B3EWF5	reviewed	Cluster: Latartoxin-2b	3	B3EWF5; B3EWF6; B3EWF4	Lachesana tarabaevi (Spider)	111	50%
UniRef50_B3EWF8	reviewed	Cluster: Mipartoxin-1	3	B3EWF8; P86094; P86421	Micrurus mipartitus (Red-tailed coral snake); Micrurus surinamensis (Surinam coral snake); Micrurus frontalis (Coral snake)	60	50%
UniRef50_B3EWI9	reviewed	Cluster: L-amino-acid oxidase (Fragments)	1	B3EWI9	Bothrops matogrossensis (Pitviper) (Bothrops neuwiedi matogrossensis)	31	50%
UniRef50_B3EWN3	reviewed	Cluster: Beta/kappa-theraphotoxin-Hl2a	3	B3EWN3; P83746; P83747	Haplopelma lividum (Cobalt blue tarantula); Theraphosa blondi (Goliath birdeating spider)	33	50%
UniRef50_B3EWP2	reviewed	Cluster: Hyaluronidase CdtHya1 (Fragment)	1	B3EWP2	Crotalus durissus terrificus (South American rattlesnake)	44	50%
UniRef50_B3EWP6	partially reviewed	Cluster: Phospholipase A2 (Fragment)	9	B3EWP6; A0A094LBL9; A0A091LI74; A0A091SCU3; P82893; H1A377; P0CV89; P0DJN7; P0DJN8	Lachesis muta rhombeata (Bushmaster); Podiceps cristatus (great crested grebe); Cathartes aura (Turkey vulture) (Vultur aura); Nestor notabilis (Kea); Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri); Taeniopygia guttata (Zebra finch) (Poephila guttata); Crotalus atrox (Western diamondback rattlesnake); Crotalus lepidus lepidus (Mottled rock rattlesnake); Sistrurus miliarius barbouri (Dusky pigmy rattlesnake) (Sistrurus barbouri)	60	50%
UniRef50_B3EWQ8	reviewed	Cluster: Phospholipase A2 (Fragment)	1	B3EWQ8	Bungarus fasciatus (Banded krait) (Pseudoboa fasciata)	16	50%
UniRef50_B3EWS9	reviewed	Cluster: Toxin CSTX-16 (Fragments)	1	B3EWS9	Cupiennius salei (American wandering spider)	38	50%
UniRef50_B3EWT0	reviewed	Cluster: Toxin CSTX-10	2	B3EWT0; B3EWT1	Cupiennius salei (American wandering spider)	69	50%
UniRef50_B3EWT2	reviewed	Cluster: Toxin CSTX-17	1	B3EWT2	Cupiennius salei (American wandering spider)	40	50%
UniRef50_B3EWT3	reviewed	Cluster: Toxin CSTX-18	1	B3EWT3	Cupiennius salei (American wandering spider)	51	50%
UniRef50_B3EWT4	reviewed	Cluster: Toxin CSTX-19	1	B3EWT4	Cupiennius salei (American wandering spider)	35	50%
UniRef50_B3EWT5	reviewed	Cluster: Toxin CSTX-20	1	B3EWT5	Cupiennius salei (American wandering spider)	86	50%
UniRef50_B3EWU0	reviewed	Cluster: Cupiennin-2e	5	B3EWU0; B3EWT7; B3EWT9; B3EWT6; B3EWT8	Cupiennius salei (American wandering spider)	35	50%
UniRef50_B3EWV6	reviewed	Cluster: Short cationic peptide-4a	8	B3EWV6; B3EWV9; B3EWV1; B3EWV2; B3EWU4; B3EWV3; B3EWU9; B3EWV4	Cupiennius salei (American wandering spider)	27	50%
UniRef50_B3EWV7	reviewed	Cluster: Short cationic peptide-4b	1	B3EWV7	Cupiennius salei (American wandering spider)	27	50%
UniRef50_B3EWW1	partially reviewed	Cluster: Short cationic peptide-4f	2	B3EWW1; A6EGV9	Cupiennius salei (American wandering spider); Pedobacter sp. BAL39	20	50%
UniRef50_B3EWW4	partially reviewed	Cluster: Short cationic peptide-6b	3	B3EWW4; B3EWW3; W7JQY3	Cupiennius salei (American wandering spider); Plasmodium falciparum (isolate NF54)	17	50%
UniRef50_B3EWW5	reviewed	Cluster: Short cationic peptide-7a	4	B3EWW5; B3EWW8; B3EWW7; B3EWW6	Cupiennius salei (American wandering spider)	21	50%
UniRef50_B3EWW9	partially reviewed	Cluster: Short cationic peptide-7e	7	B3EWW9; B3EWX0; B3EWX3; Q4XE10; B3EWX1; B3EWX2; B3EWX4	Cupiennius salei (American wandering spider); Plasmodium chabaudi	21	50%
UniRef50_B3EWY0	reviewed	Cluster: Potassium channel toxin alpha-KTx 3.15 (Fragment)	1	B3EWY0	Mesobuthus gibbosus (Mediterranean checkered scorpion)	29	50%
UniRef50_B3EWY2	reviewed	Cluster: Natriuretic peptide Coa_NP2	3	B3EWY2; P09196; P0DKY6	Crotalus oreganus abyssus (Grand Canyon rattlesnake) (Crotalus abyssus); Pelophylax ridibundus (Marsh frog) (Rana ridibunda); Crotalus durissus cascavella (Northeastern Brazilian rattlesnake)	32	50%
UniRef50_B3FIA5	partially reviewed	Cluster: Conotoxin Vi15a	5	B3FIA5; A0A061QLC9; B3FIA6; A0A061QFN0; A0A061QL74	Conus virgo (Virgin cone); Conus lividus (Livid cone); Conus vitulinus (Calf cone) (Conus planorbis vitulinus)	74	50%
UniRef50_B3FIV1	partially reviewed	Cluster: U3-theraphotoxin-Bs1a	3	B3FIV1; A3F7X1; D5J6X0	Brachypelma smithi (Mexican red knee tarantula) (Euathlus smithi); Lasiodora sp. (strain IBSP 8539) (Brazilian salmon pink birdeater) (Brazilian salmon pink tarantula); Pelinobius muticus (King baboon spider) (Citharischius crawshayi)	99	50%
UniRef50_B3SVF1	partially reviewed	Cluster: Conopeptide Y-Fe1	6	B3SVF1; H2BKF5; H2BKJ8; H2BKD7; B3SVF0; A0A0C9RYH9	Conus ferrugineus (Cone snail); Conus vitulinus (Calf cone) (Conus planorbis vitulinus); Conus planorbis (Planorbis cone); Conus tribblei	69	50%
UniRef50_B4YSU8	partially reviewed	Cluster: Conotoxin ca17a	4	B4YSU8; A0A061QHM4; A0A061QL97; A0A0C9SFL0	Conus caracteristicus (Characteristic cone); Conus lividus (Livid cone); Conus tribblei	74	50%
UniRef50_B5AJT4	reviewed	Cluster: Venom metalloproteinase 3	3	B5AJT4; B5AJT2; B5AJT3	Eulophus pennicornis (Parasitoid wasp)	407	50%
UniRef50_B5G6H5	partially reviewed	Cluster: Notewaprin-b	20	B5G6H5; B5L5P6; B5G6H2; B5G6H4; B5L5N4; B5G6H1; B5L5P7; B5L5P0; B5L5N3; B5G6G8; B5L5P9; B5L5P5; B5L5N2; B5L5P3; B5KGY9; B5G6H3; B5L5P2; B5L5N1; B5L5N6; A0A098LYI0	Notechis scutatus scutatus (Mainland tiger snake) (Common tiger snake); Demansia vestigiata (Lesser black whip snake) (Demansia atra); Tropidechis carinatus (Australian rough-scaled snake); Pseudechis porphyriacus (Red-bellied black snake); Cryptophis nigrescens (Eastern small-eyed snake) (Rhinoplocephalus nigrescens); Oxyuranus scutellatus scutellatus (Australian taipan) (Coastal taipan); Pseudonaja textilis (Eastern brown snake); Austrelaps superbus (Lowland copperhead snake) (Hoplocephalus superbus); Hoplocephalus stephensii (Stephens banded snake); Pseudechis australis (Mulga snake) (King brown snake); Pantherophis guttatus (Corn snake)	75	50%
UniRef50_B5U2W0	partially reviewed	Cluster: Venom serine protease Bi-VSP	19	B5U2W0; UPI00022C9D82; F1CGQ3; G3GQP4; UPI00021A698D; F1CGQ2; UPI000623BE70; UPI000623BF9F; UPI000623FFD4; UPI000623EB70; UPI00061996C8; UPI0006194670; UPI00061913F1; P0CH88; UPI00021A6989; G3LTW4; UPI000619C3A1; UPI00021A698B; UPI000623CD16	Bombus ignitus (Bumblebee); Bombus impatiens (Bumblebee); Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris); Bombus hypocrita sapporensis; Bombus ardens ardens	360	50%
UniRef50_B5U6Y4	partially reviewed	Cluster: Phospholipase A2 homolog	6	B5U6Y4; P48650; UPI00046C25AD; K7FDK5; UPI0003C271CB; K7FDX4	Echis ocellatus (Ocellated saw-scaled viper); Echis carinatus (Saw-scaled viper); Chrysemys picta bellii (Western painted turtle) (Emys bellii); Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis); Alligator sinensis (Chinese alligator)	138	50%
UniRef50_B6D434	partially reviewed	Cluster: Cathelicidin-related peptide Bf-CRAMP	11	B6D434; B6S2X2; UPI000442077F; U5KJC9; U5KJT7; U5KJJ1; U5KJM6; U5KJZ2; U5KJJ0; U5KJM4; B6S2X0	Bungarus fasciatus (Banded krait) (Pseudoboa fasciata); Ophiophagus hannah (King cobra) (Naja hannah); Python bivittatus (Burmese python) (Python molurus bivittatus); Bothrops atrox (Barba amarilla) (Fer-de-lance); Bothrops lutzi (Sertao lancehead) (Bothrops iglesiasi); Pseudonaja textilis (Eastern brown snake); Lachesis muta rhombeata (Bushmaster); Crotalus durissus cascavella (Northeastern Brazilian rattlesnake); Crotalus durissus terrificus (South American rattlesnake); Naja atra (Chinese cobra)	191	50%
UniRef50_B6DCJ0	reviewed	Cluster: U1-lycotoxin-Ls1b	54	B6DCJ0; B6DCJ1; B6DCK6; B6DCJ9; B6DCL4; B6DCL3; B6DCL7; B6DCK8; B6DCK1; B6DCJ6; B6DCJ7; B6DCM3; B6DCM8; B6DCJ4; B6DCK5; B6DCL0; B6DCK4; B6DCL2; B6DCM1; B6DCL8; B6DCL1; B6DCM6; B6DCN0; B6DCK0; B6DCK3; B6DCM2; B6DCM9; B6DCM7; B6DCK2; B6DCK9; B6DCL6; B6DCM4; B6DCJ5; B6DCL9; B6DCM0; B6DCL5; B6DCM5; B6DCN1; B6DCJ3; B6DCN4; B6DCP2; B6DCN3; B6DCP0; B6DCN9; B6DCN7; B6DCP4; B6DCN8; B6DCP3; B6DCP5; B6DCN2; B6DCN6; B6DCP1; B6DCN5; B6DCV0	Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	107	50%
UniRef50_B6DCR3	reviewed	Cluster: U3-lycotoxin-Ls1a	51	B6DCR3; B6DCQ5; B6DCS7; B6DCS4; B6DCS6; B6DCR9; B6DCR1; B6DCQ4; B6DCS0; B6DCT1; B6DCT0; B6DCQ3; B6DCS2; B6DCQ2; B6DCS9; B6DCR0; B6DCQ0; B6DCS5; B6DCR7; B6DCQ1; B6DCR6; B6DCS8; B6DCQ9; B6DCR5; B6DCR2; B6DCQ8; B6DCS3; B6DCQ7; B6DCR8; B6DCS1; B6DCT2; B6DCR4; B6DCQ6; B6DCP7; B6DCP6; B6DCU8; B6DCU2; B6DCU9; B6DCU6; B6DCU5; B6DCU4; B6DCU7; B6DCU3; B6DCT8; B6DCT5; B6DCT3; B6DCT4; B6DCT7; B6DCT6; B6DCU1; B6DCU0	Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	115	50%
UniRef50_B6DCX2	reviewed	Cluster: U8-lycotoxin-Ls1a	32	B6DCX2; B6DCY4; B6DCY3; B6DCX9; B6DCY0; B6DCY9; B6DCZ0; B6DCY6; B6DCY5; B6DCX5; B6DCY7; B6DCX7; B6DCX4; B6DCZ3; B6DCY8; B6DD00; B6DCX6; B6DCY2; B6DCX8; B6DD01; B6DCX1; B6DCX0; B6DCW7; B6DCW3; B6DCW6; B6DCW1; B6DCW4; B6DCW8; B6DCW2; B6DCW5; B6DCW9; B6DCZ1	Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77	50%
UniRef50_B6DCZ9	reviewed	Cluster: U8-lycotoxin-Ls1q	28	B6DCZ9; B6DCZ7; B6DCZ2; B6DCZ8; B6DCZ4; B6DCZ6; B6DCZ5; B6DD09; B6DD08; B6DD10; B6DD07; B6DCV4; B6DCV3; B6DCV2; B6DCW0; B6DCV9; B6DCV8; B6DCV7; B6DCV6; B6DCV1; B6DCV5; B6DD02; B6DD05; B6DD04; B6DD06; B6DD03; B6DD12; B6DD11	Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	77	50%
UniRef50_B6DD17	partially reviewed	Cluster: U12-lycotoxin-Ls1a	11	B6DD17; B6DD14; B6DD15; B6DD13; B6DD16; B6DD18; S5MK73; S5MJT6; S5MYE2; S5N3S9; S5MFF9	Lycosa singoriensis (Wolf spider) (Aranea singoriensis); Dolomedes mizhoanus	93	50%
UniRef50_B6DD27	reviewed	Cluster: U13-lycotoxin-Ls1a	10	B6DD27; B6DD19; B6DD22; B6DD24; B6DD28; B6DD20; B6DD23; B6DD26; B6DD25; B6DD21	Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	120	50%
UniRef50_B6DD31	reviewed	Cluster: U2-lycotoxin-Ls1c	5	B6DD31; B6DD33; B6DD30; B6DD32; B6DD29	Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	105	50%
UniRef50_B6DD40	reviewed	Cluster: U15-lycotoxin-Ls1f	18	B6DD40; B6DD41; B6DD51; B6DD48; B6DD49; B6DD45; B6DD47; B6DD43; B6DD46; B6DD44; B6DD42; B6DD50; B6DD37; B6DD36; B6DD34; B6DD38; B6DD35; B6DD39	Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	87	50%
UniRef50_B6DD52	reviewed	Cluster: U16-lycotoxin-Ls1a	7	B6DD52; B6DD53; B6DD54; B6DD55; B6DD56; B6DD58; B6DD57	Lycosa singoriensis (Wolf spider) (Aranea singoriensis)	82	50%
UniRef50_B6DD61	partially reviewed	Cluster: U20-lycotoxin-Ls1b	28	B6DD61; B6DD60; B6DD62; B6DCY1; S5MJU5; S5MYF5; S5MK86; S5MJU2; S5MK83; S5MYE7; S5MFG6; S5N3U3; S5MYF0; S5MYG0; S5MK90; S5N3T4; S5N3T8; S5MJV0; S5MK80; S5MFG3; S5MFH1; A0A088BP77; A0A088BPU4; A0A088BPQ0; A0A088BP81; A0A088BPI7; A0A088BPT8; S5MFH5	Lycosa singoriensis (Wolf spider) (Aranea singoriensis); Dolomedes mizhoanus; Heteropoda venatoria (Brown huntsman spider) (Aranea venatoria)	107	50%
UniRef50_B6V6L0	partially reviewed	Cluster: Conotoxin Im6.1	2	B6V6L0; M9PMZ0	Conus imperialis (Imperial cone); Conus distans (Distant cone)	81	50%
UniRef50_B7SNV8	partially reviewed	Cluster: Toxin Pg8	10	B7SNV8; D9U2A0; P01496; P0C8X5; A0A0C9RFQ1; T1E854; P0C5K8; F8UWP3; H1ZZI5; P0CI52	Parabuthus granulatus (Granulated thick-tailed scorpion); Lychas mucronatus (Chinese swimming scorpion); Tityus serrulatus (Brazilian scorpion); Tityus stigmurus (Brazilian scorpion); Tityus bahiensis (Brazilian scorpion); Anopheles aquasalis (Malaria mosquito); Centruroides vittatus (Striped bark scorpion); Tityus pachyurus (Colombian scorpion)	82	50%
